"","kegg_code","scientific_name","common_name"
"1381","aap","Aggregatibacter aphrophilus NJ8700","Aggregatibacter aphrophilus NJ8700"
"1382","aaz","Aggregatibacter aphrophilus W10433","Aggregatibacter aphrophilus W10433"
"1383","aat","Aggregatibacter actinomycetemcomitans D11S-1","Aggregatibacter actinomycetemcomitans D11S-1"
"1384","aao","Aggregatibacter actinomycetemcomitans ANH9381","Aggregatibacter actinomycetemcomitans ANH9381"
"1385","aan","Aggregatibacter actinomycetemcomitans D7S-1","Aggregatibacter actinomycetemcomitans D7S-1"
"1386","aah","Aggregatibacter actinomycetemcomitans HK1651","Aggregatibacter actinomycetemcomitans HK1651"
"1387","aacn","Aggregatibacter actinomycetemcomitans NUM4039","Aggregatibacter actinomycetemcomitans NUM4039"
"1388","aact","Aggregatibacter actinomycetemcomitans 624","Aggregatibacter actinomycetemcomitans 624"
"1389","aseg","Aggregatibacter segnis","Aggregatibacter segnis"
"1390","gan","Gallibacterium anatis","Gallibacterium anatis"
"1391","bto","Bibersteinia trehalosi USDA-ARS-USMARC-192","Bibersteinia trehalosi USDA-ARS-USMARC-192"
"1392","btre","Bibersteinia trehalosi USDA-ARS-USMARC-188","Bibersteinia trehalosi USDA-ARS-USMARC-188"
"1393","btrh","Bibersteinia trehalosi USDA-ARS-USMARC-189","Bibersteinia trehalosi USDA-ARS-USMARC-189"
"1394","btra","Bibersteinia trehalosi USDA-ARS-USMARC-190","Bibersteinia trehalosi USDA-ARS-USMARC-190"
"1395","apag","Avibacterium paragallinarum","Avibacterium paragallinarum"
"1396","avt","Avibacterium volantium","Avibacterium volantium"
"1397","rpne","Rodentibacter pneumotropicus","Rodentibacter pneumotropicus"
"1398","rhey","Rodentibacter heylii","Rodentibacter heylii"
"1399","rhae","Rodentibacter haemolyticus","Rodentibacter haemolyticus"
"1400","ooi","Otariodibacter oris","Otariodibacter oris"
"1401","fcl","Frederiksenia canicola","Frederiksenia canicola"
"1402","bhud","Bisgaardia hudsonensis","Bisgaardia hudsonensis"
"1403","paet","Pasteurella aerogenes","Pasteurella aerogenes"
"1404","xfa","Xylella fastidiosa 9a5c","Xylella fastidiosa 9a5c"
"1405","xft","Xylella fastidiosa Temecula1","Xylella fastidiosa Temecula1"
"1406","xfm","Xylella fastidiosa M12","Xylella fastidiosa M12"
"1407","xfn","Xylella fastidiosa M23","Xylella fastidiosa M23"
"1408","xff","Xylella fastidiosa subsp. fastidiosa GB514","Xylella fastidiosa subsp. fastidiosa GB514"
"1409","xfl","Xylella fastidiosa MUL0034","Xylella fastidiosa MUL0034"
"1410","xfs","Xylella fastidiosa subsp. sandyi Ann-1","Xylella fastidiosa subsp. sandyi Ann-1"
"1411","xfh","Xylella fastidiosa Hib4","Xylella fastidiosa Hib4"
"1412","xtw","Xylella taiwanensis","Xylella taiwanensis"
"1413","xcc","Xanthomonas campestris pv. campestris ATCC 33913","Xanthomonas campestris pv. campestris ATCC 33913"
"1414","xcb","Xanthomonas campestris pv. campestris 8004","Xanthomonas campestris pv. campestris 8004"
"1415","xca","Xanthomonas campestris pv. campestris B100","Xanthomonas campestris pv. campestris B100"
"1416","xcp","Xanthomonas campestris pv. raphani","Xanthomonas campestris pv. raphani"
"1417","xcv","Xanthomonas campestris pv. vesicatoria","Xanthomonas campestris pv. vesicatoria"
"1418","xax","Xanthomonas axonopodis pv. citrumelo F1","Xanthomonas axonopodis pv. citrumelo F1"
"1419","xac","Xanthomonas citri pv. citri 306","Xanthomonas citri pv. citri 306"
"1420","xci","Xanthomonas citri subsp. citri Aw12879","Xanthomonas citri subsp. citri Aw12879"
"1421","xct","Xanthomonas citri subsp. citri A306","Xanthomonas citri subsp. citri A306"
"1422","xcj","Xanthomonas citri subsp. citri UI6","Xanthomonas citri subsp. citri UI6"
"1423","xcu","Xanthomonas citri pv. citri UI7","Xanthomonas citri pv. citri UI7"
"1424","xcn","Xanthomonas citri pv. citri NT17","Xanthomonas citri pv. citri NT17"
"1425","xcw","Xanthomonas citri pv. citri MN10","Xanthomonas citri pv. citri MN10"
"1426","xcr","Xanthomonas citri pv. citri MN11","Xanthomonas citri pv. citri MN11"
"1427","xcm","Xanthomonas citri pv. citri MN12","Xanthomonas citri pv. citri MN12"
"1428","xcf","Xanthomonas citri pv. citri mf20","Xanthomonas citri pv. citri mf20"
"1429","xfu","Xanthomonas citri pv. fuscans","Xanthomonas citri pv. fuscans"
"1430","xao","Xanthomonas axonopodis Xac29-1","Xanthomonas axonopodis Xac29-1"
"1431","xom","Xanthomonas oryzae pv. oryzae MAFF 311018","Xanthomonas oryzae pv. oryzae MAFF 311018"
"1432","xoo","Xanthomonas oryzae pv. oryzae KACC 10331","Xanthomonas oryzae pv. oryzae KACC 10331"
"1433","xop","Xanthomonas oryzae pv. oryzae PXO99A","Xanthomonas oryzae pv. oryzae PXO99A"
"1434","xoy","Xanthomonas oryzae pv. oryzae PXO86","Xanthomonas oryzae pv. oryzae PXO86"
"1435","xor","Xanthomonas oryzae pv. oryzicola BLS256","Xanthomonas oryzae pv. oryzicola BLS256"
"1436","xoz","Xanthomonas oryzae pv. oryzicola CFBP7342","Xanthomonas oryzae pv. oryzicola CFBP7342"
"1437","xal","Xanthomonas albilineans","Xanthomonas albilineans"
"1438","xsa","Xanthomonas sacchari","Xanthomonas sacchari"
"1439","xtn","Xanthomonas translucens pv. undulosa","Xanthomonas translucens pv. undulosa"
"1440","xfr","Xanthomonas fragariae","Xanthomonas fragariae"
"1441","xve","Xanthomonas vesicatoria","Xanthomonas vesicatoria"
"1442","xpe","Xanthomonas perforans","Xanthomonas perforans"
"1443","xhr","Xanthomonas hortorum","Xanthomonas hortorum"
"1444","xga","Xanthomonas hortorum pv. gardneri","Xanthomonas hortorum pv. gardneri"
"1445","xph","Xanthomonas phaseoli","Xanthomonas phaseoli"
"1446","xva","Xanthomonas vasicola pv. vasculorum","Xanthomonas vasicola pv. vasculorum"
"1447","xan","Xanthomonas sp. ISO98C4","Xanthomonas sp. ISO98C4"
"1448","xar","Xanthomonas arboricola","Xanthomonas arboricola"
"1449","xhy","Xanthomonas hyacinthi","Xanthomonas hyacinthi"
"1450","xcz","Xanthomonas cucurbitae","Xanthomonas cucurbitae"
"1451","xth","Xanthomonas theicola","Xanthomonas theicola"
"1452","xeu","Xanthomonas euroxanthea","Xanthomonas euroxanthea"
"1453","xhd","Xanthomonas hydrangeae","Xanthomonas hydrangeae"
"1454","sml","Stenotrophomonas maltophilia K279a","Stenotrophomonas maltophilia K279a"
"1455","smt","Stenotrophomonas maltophilia R551-3","Stenotrophomonas maltophilia R551-3"
"1456","buj","Stenotrophomonas maltophilia JV3","Stenotrophomonas maltophilia JV3"
"1457","smz","Stenotrophomonas maltophilia D457","Stenotrophomonas maltophilia D457"
"1458","sacz","Stenotrophomonas acidaminiphila","Stenotrophomonas acidaminiphila"
"1459","stek","Stenotrophomonas sp. KCTC 12332","Stenotrophomonas sp. KCTC 12332"
"1460","srh","Stenotrophomonas rhizophila","Stenotrophomonas rhizophila"
"1461","slm","Stenotrophomonas sp. LM091","Stenotrophomonas sp. LM091"
"1462","sten","Stenotrophomonas sp. WZN-1","Stenotrophomonas sp. WZN-1"
"1463","stem","Stenotrophomonas sp. MYb57","Stenotrophomonas sp. MYb57"
"1464","stes","Stenotrophomonas sp. ASS1","Stenotrophomonas sp. ASS1"
"1465","sinc","Stenotrophomonas indicatrix","Stenotrophomonas indicatrix"
"1466","spaq","Stenotrophomonas pavanii","Stenotrophomonas pavanii"
"1467","psu","Pseudoxanthomonas suwonensis 11-1","Pseudoxanthomonas suwonensis 11-1"
"1468","psuw","Pseudoxanthomonas suwonensis J1","Pseudoxanthomonas suwonensis J1"
"1469","psd","Pseudoxanthomonas spadix","Pseudoxanthomonas spadix"
"1470","pmex","Pseudoxanthomonas mexicana","Pseudoxanthomonas mexicana"
"1471","pjp","Pseudoxanthomonas japonensis","Pseudoxanthomonas japonensis"
"1472","pdd","Pseudoxanthomonas daejeonensis","Pseudoxanthomonas daejeonensis"
"1473","lab","Lysobacter antibioticus 76","Lysobacter antibioticus 76"
"1474","laq","Lysobacter antibioticus ATCC 29479","Lysobacter antibioticus ATCC 29479"
"1475","lcp","Lysobacter capsici","Lysobacter capsici"
"1476","lgu","Lysobacter gummosus","Lysobacter gummosus"
"1477","lez","Lysobacter enzymogenes C3","Lysobacter enzymogenes C3"
"1478","lem","Lysobacter enzymogenes M497-1","Lysobacter enzymogenes M497-1"
"1479","lmb","Lysobacter maris","Lysobacter maris"
"1480","lyt","Lysobacter sp. TY2-98","Lysobacter sp. TY2-98"
"1481","lue","Lysobacter oculi","Lysobacter oculi"
"1482","lyj","Lysobacter alkalisoli","Lysobacter alkalisoli"
"1483","lsol","Lysobacter soli","Lysobacter soli"
"1484","lsx","Lysobacter solisilvae","Lysobacter solisilvae"
"1485","lare","Lysobacter arenosi","Lysobacter arenosi"
"1486","lhx","Lysobacter helvus","Lysobacter helvus"
"1487","lcas","Lysobacter caseinilyticus","Lysobacter caseinilyticus"
"1488","lcic","Lysobacter ciconiae","Lysobacter ciconiae"
"1489","lavi","Lysobacter avium","Lysobacter avium"
"1490","lum","Luteimonas chenhongjianii","Luteimonas chenhongjianii"
"1491","lus","Luteimonas yindakuii","Luteimonas yindakuii"
"1492","lug","Luteimonas granuli","Luteimonas granuli"
"1493","thes","Thermomonas aquatica","Thermomonas aquatica"
"1494","theh","Thermomonas sp. HDW16","Thermomonas sp. HDW16"
"1495","tcn","Thermomonas carbonis","Thermomonas carbonis"
"1496","tbv","Thermomonas brevis","Thermomonas brevis"
"1497","xbc","Pseudolysobacter antarcticus","Pseudolysobacter antarcticus"
"1498","fau","Frateuria aurantia","Frateuria aurantia"
"1499","rhd","Rhodanobacter denitrificans","Rhodanobacter denitrificans"
"1500","rgl","Rhodanobacter glycinis","Rhodanobacter glycinis"
"1501","rth","Rhodanobacter thiooxydans","Rhodanobacter thiooxydans"
"1502","dji","Dyella jiangningensis","Dyella jiangningensis"
"1503","dja","Dyella japonica","Dyella japonica"
"1504","dtx","Dyella thiooxydans","Dyella thiooxydans"
"1505","dye","Dyella sp. M7H15-1","Dyella sp. M7H15-1"
"1506","dcs","Dyella caseinilytica","Dyella caseinilytica"
"1507","dtl","Dyella telluris","Dyella telluris"
"1508","dko","Dokdonella koreensis","Dokdonella koreensis"
"1509","lrz","Luteibacter rhizovicinus DSM 16549","Luteibacter rhizovicinus DSM 16549"
"1510","lpy","Luteibacter pinisoli","Luteibacter pinisoli"
"1511","xba","Ahniella affigens","Ahniella affigens"
"1512","rbd","Aerosticca soli","Aerosticca soli"
"1513","vch","Vibrio cholerae O1 El Tor N16961","Vibrio cholerae O1 El Tor N16961"
"1514","vcf","Vibrio cholerae O1 El Tor FJ147","Vibrio cholerae O1 El Tor FJ147"
"1515","vcs","Vibrio cholerae O1 El Tor MS6","Vibrio cholerae O1 El Tor MS6"
"1516","vce","Vibrio cholerae O1 2010EL-1786","Vibrio cholerae O1 2010EL-1786"
"1517","vcq","Vibrio cholerae O1 2012EL-2176","Vibrio cholerae O1 2012EL-2176"
"1518","vcj","Vibrio cholerae O1 MJ-1236","Vibrio cholerae O1 MJ-1236"
"1519","vci","Vibrio cholerae O1 IEC224","Vibrio cholerae O1 IEC224"
"1520","vco","Vibrio cholerae O1 O395","Vibrio cholerae O1 O395"
"1521","vcr","Vibrio cholerae O1 O395","Vibrio cholerae O1 O395"
"1522","vcm","Vibrio cholerae O1 M66-2","Vibrio cholerae O1 M66-2"
"1523","vcl","Vibrio cholerae O1 LMA3984-4","Vibrio cholerae O1 LMA3984-4"
"1524","vcx","Vibrio cholerae O49 1154-74","Vibrio cholerae O49 1154-74"
"1525","vcz","Vibrio cholerae O27 10432-62","Vibrio cholerae O27 10432-62"
"1526","vvu","Vibrio vulnificus CMCP6","Vibrio vulnificus CMCP6"
"1527","vvy","Vibrio vulnificus YJ016","Vibrio vulnificus YJ016"
"1528","vvm","Vibrio vulnificus MO6-24/O","Vibrio vulnificus MO6-24/O"
"1529","vvl","Vibrio vulnificus 93U204","Vibrio vulnificus 93U204"
"1530","vpa","Vibrio parahaemolyticus RIMD 2210633","Vibrio parahaemolyticus RIMD 2210633"
"1531","vpb","Vibrio parahaemolyticus BB22OP","Vibrio parahaemolyticus BB22OP"
"1532","vpk","Vibrio parahaemolyticus O1:K33 CDC_K4557","Vibrio parahaemolyticus O1:K33 CDC_K4557"
"1533","vpf","Vibrio parahaemolyticus O1:Kuk FDA_R31","Vibrio parahaemolyticus O1:Kuk FDA_R31"
"1534","vph","Vibrio parahaemolyticus UCM-V493","Vibrio parahaemolyticus UCM-V493"
"1535","vha","Vibrio campbellii ATCC BAA-1116","Vibrio campbellii ATCC BAA-1116"
"1536","vca","Vibrio campbellii ATCC BAA-1116","Vibrio campbellii ATCC BAA-1116"
"1537","vag","Vibrio alginolyticus","Vibrio alginolyticus"
"1538","vex","Vibrio antiquarius","Vibrio antiquarius"
"1539","vdb","Vibrio diabolicus","Vibrio diabolicus"
"1540","vhr","Vibrio harveyi","Vibrio harveyi"
"1541","vna","Vibrio natriegens","Vibrio natriegens"
"1542","vow","Vibrio owensii","Vibrio owensii"
"1543","vro","Vibrio rotiferianus","Vibrio rotiferianus"
"1544","vsp","Vibrio atlanticus","Vibrio atlanticus"
"1545","vej","Vibrio sp. EJY3","Vibrio sp. EJY3"
"1546","vfu","Vibrio furnissii","Vibrio furnissii"
"1547","vni","Vibrio nigripulchritudo","Vibrio nigripulchritudo"
"1548","van","Vibrio anguillarum 775","Vibrio anguillarum 775"
"1549","lag","Vibrio anguillarum M3","Vibrio anguillarum M3"
"1550","vau","Vibrio anguillarum NB10","Vibrio anguillarum NB10"
"1551","vcy","Vibrio coralliilyticus RE98","Vibrio coralliilyticus RE98"
"1552","vct","Vibrio coralliilyticus OCN014","Vibrio coralliilyticus OCN014"
"1553","vtu","Vibrio tubiashii","Vibrio tubiashii"
"1554","veu","Vibrio europaeus","Vibrio europaeus"
"1555","vfl","Vibrio fluvialis","Vibrio fluvialis"
"1556","vmi","Vibrio mimicus","Vibrio mimicus"
"1557","vbr","Vibrio breoganii","Vibrio breoganii"
"1558","vsc","Vibrio scophthalmi","Vibrio scophthalmi"
"1559","vga","Vibrio gazogenes","Vibrio gazogenes"
"1560","vsh","Vibrio mediterranei","Vibrio mediterranei"
"1561","vqi","Vibrio qinghaiensis","Vibrio qinghaiensis"
"1562","vta","Vibrio tapetis subsp. tapetis","Vibrio tapetis subsp. tapetis"
"1563","vaf","Vibrio alfacsensis","Vibrio alfacsensis"
"1564","vnl","Vibrio neocaledonicus","Vibrio neocaledonicus"
"1565","vcc","Vibrio cyclitrophicus","Vibrio cyclitrophicus"
"1566","vas","Vibrio astriarenae","Vibrio astriarenae"
"1567","vaq","Vibrio aquimaris","Vibrio aquimaris"
"1568","vsr","Vibrio spartinae","Vibrio spartinae"
"1569","vka","Vibrio kanaloae","Vibrio kanaloae"
"1570","vzi","Vibrio ziniensis","Vibrio ziniensis"
"1571","vnv","Vibrio navarrensis","Vibrio navarrensis"
"1572","vfi","Aliivibrio fischeri ES114","Aliivibrio fischeri ES114"
"1573","vfm","Aliivibrio fischeri MJ11","Aliivibrio fischeri MJ11"
"1574","vsa","Aliivibrio salmonicida","Aliivibrio salmonicida"
"1575","awd","Aliivibrio wodanis","Aliivibrio wodanis"
"1576","ppr","Photobacterium profundum","Photobacterium profundum"
"1577","pgb","Photobacterium gaetbulicola","Photobacterium gaetbulicola"
"1578","pds","Photobacterium damselae subsp. damselae","Photobacterium damselae subsp. damselae"
"1579","pgh","Photobacterium ganghwense","Photobacterium ganghwense"
"1580","gho","Grimontia hollisae","Grimontia hollisae"
"1581","pmai","Paraphotobacterium marinum","Paraphotobacterium marinum"
"1582","saly","Salinivibrio sp. YCSC6","Salinivibrio sp. YCSC6"
"1583","sks","Salinivibrio kushneri","Salinivibrio kushneri"
"1584","scot","Salinivibrio costicola","Salinivibrio costicola"
"1585","pae","Pseudomonas aeruginosa PAO1","Pseudomonas aeruginosa PAO1"
"1586","paev","Pseudomonas aeruginosa PAO1-VE13","Pseudomonas aeruginosa PAO1-VE13"
"1587","paei","Pseudomonas aeruginosa PAO1-VE2","Pseudomonas aeruginosa PAO1-VE2"
"1588","pau","Pseudomonas aeruginosa UCBPP-PA14","Pseudomonas aeruginosa UCBPP-PA14"
"1589","pap","Pseudomonas aeruginosa PA7","Pseudomonas aeruginosa PA7"
"1590","pag","Pseudomonas aeruginosa LESB58","Pseudomonas aeruginosa LESB58"
"1591","paf","Pseudomonas aeruginosa M18","Pseudomonas aeruginosa M18"
"1592","pnc","Pseudomonas aeruginosa NCGM2.S1","Pseudomonas aeruginosa NCGM2.S1"
"1593","paeb","Pseudomonas aeruginosa NCGM 1900","Pseudomonas aeruginosa NCGM 1900"
"1594","pdk","Pseudomonas aeruginosa DK2","Pseudomonas aeruginosa DK2"
"1595","psg","Pseudomonas aeruginosa B136-33","Pseudomonas aeruginosa B136-33"
"1596","prp","Pseudomonas aeruginosa RP73","Pseudomonas aeruginosa RP73"
"1597","paep","Pseudomonas aeruginosa PA1","Pseudomonas aeruginosa PA1"
"1598","paer","Pseudomonas aeruginosa PA1R","Pseudomonas aeruginosa PA1R"
"1599","paem","Pseudomonas aeruginosa MTB-1","Pseudomonas aeruginosa MTB-1"
"1600","pael","Pseudomonas aeruginosa LES431","Pseudomonas aeruginosa LES431"
"1601","paes","Pseudomonas aeruginosa SCV20265","Pseudomonas aeruginosa SCV20265"
"1602","paeu","Pseudomonas aeruginosa PA38182","Pseudomonas aeruginosa PA38182"
"1603","paeg","Pseudomonas aeruginosa YL84","Pseudomonas aeruginosa YL84"
"1604","paec","Pseudomonas aeruginosa c7447m","Pseudomonas aeruginosa c7447m"
"1605","paeo","Pseudomonas aeruginosa PAO581","Pseudomonas aeruginosa PAO581"
"1606","pmy","Pseudomonas mendocina ymp","Pseudomonas mendocina ymp"
"1607","pmk","Pseudomonas mendocina NK-01","Pseudomonas mendocina NK-01"
"1608","pre","Pseudomonas resinovorans","Pseudomonas resinovorans"
"1609","ppse","Pseudomonas pseudoalcaligenes","Pseudomonas pseudoalcaligenes"
"1610","pfuw","Pseudomonas furukawaii","Pseudomonas furukawaii"
"1611","palc","Pseudomonas alcaligenes","Pseudomonas alcaligenes"
"1612","pcq","Pseudomonas citronellolis","Pseudomonas citronellolis"
"1613","pmui","Pseudomonas multiresinivorans","Pseudomonas multiresinivorans"
"1614","ppu","Pseudomonas putida KT2440","Pseudomonas putida KT2440"
"1615","ppf","Pseudomonas putida F1","Pseudomonas putida F1"
"1616","ppg","Pseudomonas putida GB-1","Pseudomonas putida GB-1"
"1617","ppw","Pseudomonas putida W619","Pseudomonas putida W619"
"1618","ppt","Pseudomonas putida S16","Pseudomonas putida S16"
"1619","ppb","Pseudomonas putida BIRD-1","Pseudomonas putida BIRD-1"
"1620","ppi","Pseudomonas putida ND6","Pseudomonas putida ND6"
"1621","ppx","Pseudomonas putida DOT-T1E","Pseudomonas putida DOT-T1E"
"1622","ppuh","Pseudomonas putida HB3267","Pseudomonas putida HB3267"
"1623","pput","Pseudomonas putida H8234","Pseudomonas putida H8234"
"1624","ppun","Pseudomonas putida NBRC 14164","Pseudomonas putida NBRC 14164"
"1625","ppud","Pseudomonas putida DLL-E4","Pseudomonas putida DLL-E4"
"1626","pfv","Pseudomonas fulva","Pseudomonas fulva"
"1627","pmon","Pseudomonas monteilii SB3078","Pseudomonas monteilii SB3078"
"1628","pmot","Pseudomonas monteilii SB3101","Pseudomonas monteilii SB3101"
"1629","pmos","Pseudomonas soli","Pseudomonas soli"
"1630","ppj","Pseudomonas plecoglossicida","Pseudomonas plecoglossicida"
"1631","por","Pseudomonas oryzihabitans","Pseudomonas oryzihabitans"
"1632","pmol","Pseudomonas mosselii","Pseudomonas mosselii"
"1633","pst","Pseudomonas syringae pv. tomato DC3000","Pseudomonas syringae pv. tomato DC3000"
"1634","psb","Pseudomonas syringae pv. syringae B728a","Pseudomonas syringae pv. syringae B728a"
"1635","psyr","Pseudomonas syringae CC1557","Pseudomonas syringae CC1557"
"1636","psp","Pseudomonas savastanoi pv. phaseolicola 1448A","Pseudomonas savastanoi pv. phaseolicola 1448A"
"1637","psav","Pseudomonas savastanoi pv. savastanoi","Pseudomonas savastanoi pv. savastanoi"
"1638","pamg","Pseudomonas amygdali","Pseudomonas amygdali"
"1639","pci","Pseudomonas cichorii","Pseudomonas cichorii"
"1640","pavl","Pseudomonas avellanae","Pseudomonas avellanae"
"1641","pvd","Pseudomonas viridiflava","Pseudomonas viridiflava"
