Total protein number combining all batches: 1248
  In any 2 batche(s): 606
  In any 1 batche(s): 642
Batch-specific protein numbers:
  batch1: 311
  batch2: 331

Protein Group#	Protein Accession #	Protein Description	GN	GPCRs	TFs	epigenetic_regularos	kinases	oncogenes	batch1	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131	batch2	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131
SJPG0110515.001	sp|A6QL64|AN36A_HUMAN	Ankyrin repeat domain-containing protein 36A OS=Homo sapiens OX=9606 GN=ANKRD36 PE=2 SV=4	ANKRD36	-	-	-	-	-	batch1	8	2	0	1.46	8795558.01530057	1888200.76078533	2490337.35721906	1971544.30275212	10486755.9129448	1030695.71431064	2388345.63087859	1979345.83060141	3058229.46150995	1230596.93506952	batch2	6	1	0	0.73	11421703.2697738	2486138.64947184	15356327.6698705	14376180.1217493	12982142.2578731	15828377.7963799	7382383.10075314	15467394.7587522	1176653.22402663	975664.055388609
SJPG0101064.001	sp|Q15075|EEA1_HUMAN	Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2	EEA1	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	0.57	310512.531862794	474754.184453892	322340.170959795	378093.859408694	385021.257909974	422021.621255885	465032.659834811	464442.424492806	416437.119865491	392290.850057705
SJPG0115658.001	sp|Q9NZI8|IF2B1_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens OX=9606 GN=IGF2BP1 PE=1 SV=2	IGF2BP1	-	-	-	-	-	batch1	8	1	1	2.08	345633.053633598	1649327.54580549	981141.859844017	1675949.21209962	323883.47338924	2209695.51966236	1052051.92353957	1766819.31336269	1002095.05238414	2033293.29710173	batch2	6	1	1	2.08	71652.8540592718	837443.255366912	121445.249475086	51623.347934509	79799.3363811632	130636.60581526	107628.101119958	117955.560266533	1382065.29350047	1213927.29527164
SJPG0101832.001	sp|Q9NR12|PDLI7_HUMAN	PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1	PDLIM7	-	-	-	-	-	batch1	2	2	0	8.32	99390.4409342978	98761.7276441567	94170.6859432656	116751.777429024	134128.489821465	92958.2420300896	96000.2490992776	119840.782326402	99924.1898479702	114514.488303567	batch2	3	2	0	8.32	93458.283476118	113964.099033148	125966.704512418	123343.413287221	114137.629318828	130308.398218372	91535.5160047695	125735.942163824	114311.963598543	117817.43445287
SJPG0112535.001	sp|Q9UPN4|CP131_HUMAN	Centrosomal protein of 131 kDa OS=Homo sapiens OX=9606 GN=CEP131 PE=1 SV=3	CEP131	-	-	-	-	-	batch1	1	1	0	2.12	189424.445543802	163109.265425808	152786.391079386	181262.287929224	186122.332528786	130549.788369472	154748.352029423	178881.041262892	160554.854701207	152255.93337926	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0103672.001	sp|Q5T8P6|RBM26_HUMAN	RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=3	RBM26	-	-	-	-	-	batch1	4	2	0	1.09	149867.315654705	200909.490571143	145349.12309441	151140.738064083	117666.930041287	203341.511901249	153293.341094113	146934.431640868	165617.356925101	195532.684667196	batch2	3	3	0	1.09	150401.607299824	233495.86423253	112488.227132973	98583.0679413052	112541.194286879	111366.917094865	107368.052821473	94033.9499141751	196640.292750121	230945.464344227
SJPG0101974.001	sp|Q14157|UBP2L_HUMAN	Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2	UBAP2L	-	-	-	-	-	batch1	20	6	0	5.34	1220871.7003033	1575124.16316319	1272204.77260383	1470399.24171183	1054593.29308755	1429859.34565051	1145279.96998466	1432366.52079331	1349636.59160838	1388431.22048058	batch2	20	5	0	3.04	1049550.58433989	1282990.271873	835008.069795369	884525.251666496	954585.909068242	783515.626221137	920691.911219694	867809.887664047	1193159.56186423	1227243.68130101
SJPG0100128.001	sp|P63104|1433Z_HUMAN	14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1	YWHAZ	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	7.76	121665.519307562	87141.1699530849	145887.031189768	136821.493594047	110187.940752552	124195.500427486	117604.024815831	135164.367223559	94042.8208457487	93940.2820668241
SJPG0108333.001	sp|Q9P278|FNIP2_HUMAN	Folliculin-interacting protein 2 OS=Homo sapiens OX=9606 GN=FNIP2 PE=1 SV=2	FNIP2	-	-	-	-	-	batch1	1	1	0	1.26	1008752.02057149	480251.017508285	472559.903333374	465292.38829545	929032.159662719	758823.88727886	470160.38594842	474389.011940624	510853.770427393	868473.999018926	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0104252.001	sp|Q9UBF8|PI4KB_HUMAN	Phosphatidylinositol 4-kinase beta OS=Homo sapiens OX=9606 GN=PI4KB PE=1 SV=1	PI4KB	-	-	-	-	-	batch1	2	2	0	3.55	149845.862869389	127940.213232585	127635.913503706	118172.50032616	144097.129828938	169526.739393832	145584.555415573	122427.380602366	143852.184505327	140974.330193665	batch2	1	1	0	1.72	104091.314284635	105768.732065165	103778.368613899	98545.3358510106	98761.4667152023	97531.3107641099	88117.7626287577	105397.78666793	113844.111465368	113602.88662877
SJPG0100318.001	sp|Q15233|NONO_HUMAN	Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4	NONO	-	-	-	-	-	batch1	4	1	0	4.67	91500.7146458302	210110.107596375	152125.976075145	169472.729391241	102993.458075803	165481.871112286	125816.453239238	183254.569133196	155222.373982775	140352.780576496	batch2	4	1	0	4.67	83706.6572973704	144755.640396131	64023.8643009146	84480.4528134845	94706.060737938	59585.6042253637	80419.8213735576	69936.3833840473	120572.281245148	154677.48985634
SJPG0101743.001	sp|Q9Y490|TLN1_HUMAN	Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3	TLN1	-	-	-	-	-	batch1	1	1	0	0.87	172951.280170419	115396.823462482	121487.252958839	118140.501838896	167118.304696581	144360.153858253	103645.879302975	131529.61707317	121784.410680239	155277.263265164	batch2	2	2	0	0.87	144192.981465635	150371.487463232	125552.286688785	132838.26058743	166366.310496417	113529.164388676	159161.322405875	126885.333316171	180144.803426798	169667.922703157
SJPG0118540.001	sp|A6NCV1|O6C74_HUMAN	Olfactory receptor 6C74 OS=Homo sapiens OX=9606 GN=OR6C74 PE=2 SV=1	OR6C74	-	-	-	-	-	batch1	2	1	1	2.56	1550974.7178714	2049188.72566233	1839155.71261963	2323344.57332362	1846347.61251232	2551429.3319173	1724250.3285883	2133169.45311316	1805944.34061659	2416998.28821932	batch2	1	1	1	2.56	251688.24140561	300848.325100605	224811.950643959	269499.485298874	240466.473234	207895.333015017	289993.241429655	257679.971594434	407387.204476902	318847.676231497
SJPG0108679.001	sp|Q92786|PROX1_HUMAN	Prospero homeobox protein 1 OS=Homo sapiens OX=9606 GN=PROX1 PE=1 SV=2	PROX1	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	1.63	331002.874623467	163289.007427887	353676.836747961	353266.208573039	360741.174145793	303321.891735906	312867.799258329	343079.370789096	150122.179759054	130281.317148617
SJPG0103343.001	sp|Q15154|PCM1_HUMAN	Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5	PCM1	-	-	-	-	-	batch1	1	1	0	0.74	239209.242174341	105657.590179181	105924.401414359	101817.467302684	105003.698498467	128726.231619778	136087.241159204	113437.536237204	137659.047685853	152172.981868774	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0106141.001	sp|Q9BX95|SGPP1_HUMAN	Sphingosine-1-phosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=SGPP1 PE=1 SV=2	SGPP1	-	-	-	-	-	batch1	1	1	1	2.95	112704.600774873	142701.937276197	164917.051475098	123425.916566052	127428.525154238	122413.43453414	158276.708165059	141503.649759545	156809.665112739	141499.024565863	batch2	1	1	1	2.95	104954.917685211	116221.52826796	93764.4811630095	105675.135091391	92620.1874987955	127179.12733086	109343.179000953	108747.359976855	124952.822280233	116070.959517781
SJPG0114311.001	sp|Q5MNV8|FBX47_HUMAN	F-box only protein 47 OS=Homo sapiens OX=9606 GN=FBXO47 PE=2 SV=2	FBXO47	-	-	-	-	-	batch1	1	1	1	1.55	1591613.90837246	654899.838373362	738713.035030242	576376.925569957	1632051.3443106	1320143.27909583	489208.298635733	571087.298795786	712025.634259167	1421902.78164082	batch2	1	1	1	1.55	718549.9699574	559925.097122217	448173.809274177	726883.475973265	675691.090980619	717061.258128083	802176.732899826	714805.521480469	587036.276941603	651925.857454534
SJPG0108564.001	sp|Q9Y388|RBMX2_HUMAN	RNA-binding motif protein, X-linked 2 OS=Homo sapiens OX=9606 GN=RBMX2 PE=1 SV=2	RBMX2	-	-	-	-	-	batch1	1	1	1	4.04	117317.644052931	124673.734562805	107892.786108892	122507.78854218	93089.1819477986	116786.621576916	114762.5704081	131516.969011675	106894.958675739	103902.501927538	batch2	1	1	1	4.04	158935.469386341	215008.626951735	141197.306377192	126863.996972399	143368.654545831	124879.061345648	141353.651321244	143759.340295427	173177.385696565	188291.188551725
SJPG0120967.001	sp|O43548|TGM5_HUMAN	Protein-glutamine gamma-glutamyltransferase 5 OS=Homo sapiens OX=9606 GN=TGM5 PE=1 SV=4	TGM5	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	3	1	0	1.53	189079.581822372	789385.014292872	267888.189911809	290940.551290955	204483.413389293	382488.877948662	438556.128295015	292940.822846805	422460.469893898	391844.380998172
SJPG0101091.001	sp|Q96AC1|FERM2_HUMAN	Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1	FERMT2	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	5.00	107105.642359397	48156.6620020855	74952.2642396066	101513.807794162	86568.9838086271	90033.2986826981	72798.3363583516	107052.62881927	55401.3508632317	56647.2841936876
SJPG0106371.001	sp|Q8N5F7|NKAP_HUMAN	NF-kappa-B-activating protein OS=Homo sapiens OX=9606 GN=NKAP PE=1 SV=1	NKAP	-	-	-	-	-	batch1	5	1	1	3.61	241578.529306199	410908.720317845	356720.049205461	422726.258972629	265924.398578791	526725.43849295	341969.201648315	450856.89517874	315836.223970284	484675.791650994	batch2	8	1	1	3.61	180562.60625042	257743.586503786	196139.88290037	180512.850718726	188318.123728392	188195.943596302	183086.121531309	188867.082084736	301386.45159277	293564.303048889
SJPG0110703.001	sp|Q86V15|CASZ1_HUMAN	Zinc finger protein castor homolog 1 OS=Homo sapiens OX=9606 GN=CASZ1 PE=1 SV=4	CASZ1	-	-	-	-	-	batch1	1	1	1	0.80	205498.970601185	122850.266523374	165985.758179707	117289.858823413	184275.08684866	142402.27432966	156497.095382459	114563.836355961	153251.02159753	126348.058822215	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0102386.001	sp|P48147|PPCE_HUMAN	Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2	PREP	-	-	-	-	-	batch1	1	1	1	1.13	4807851.5014357	4051649.31953929	3691211.6423887	3359593.72106819	4165573.11960079	3024243.23098389	3187312.84078031	3407568.98589798	3295751.41284692	3196981.59705895	batch2	1	1	1	1.13	1914624.59414623	1674669.57042655	1838593.0443781	1667468.38279368	1860447.11953135	1651268.06994485	1189572.14291021	1672950.39255358	1505791.19697001	1496505.65535426
SJPG0101813.001	sp|C9JLW8|MCRI1_HUMAN	Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	MCRIP1	-	-	-	-	-	batch1	2	2	0	18.56	452418.466722775	281422.509255336	237167.759578415	246924.177538094	337817.0249168	213704.158766472	194041.989918846	231939.798656132	264994.818849835	230442.136669917	batch2	3	2	0	18.56	174378.412041939	127734.850126413	169788.063824543	150700.459828391	166048.626250097	141761.145543163	123159.324956968	140379.467347816	107933.220404675	125277.525515027
SJPG0115083.001	sp|Q14451|GRB7_HUMAN	Growth factor receptor-bound protein 7 OS=Homo sapiens OX=9606 GN=GRB7 PE=1 SV=2	GRB7	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	2.63	682912.641196117	655686.315144298	442398.188266746	369765.274847828	470035.124598476	348479.596336453	588214.013050546	363109.578292477	482026.632869586	496193.758083488
SJPG0105849.001	sp|Q86XP1|DGKH_HUMAN	Diacylglycerol kinase eta OS=Homo sapiens OX=9606 GN=DGKH PE=1 SV=1	DGKH	-	-	-	-	-	batch1	1	1	0	0.66	404808.797637216	204297.809256606	206343.824252095	232130.044635759	389994.529721096	197270.525226758	193005.897823186	228461.535277409	211022.74978054	225812.115592499	batch2	1	1	0	0.66	582134.564396341	392374.110773993	434306.328583933	444158.123823273	475729.453898731	449784.188044123	337825.84963006	449321.436766426	374609.603585268	400906.073554857
SJPG0101831.001	sp|O95674|CDS2_HUMAN	Phosphatidate cytidylyltransferase 2 OS=Homo sapiens OX=9606 GN=CDS2 PE=1 SV=1	CDS2	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	2.70	124597.711217814	101345.592461743	144167.047663845	89411.9536481503	113310.166969466	111477.908040871	99393.3468225255	106430.551789021	95931.6484617753	113453.531063006
SJPG0102724.002	sp|Q9UN86-2|G3BP2_HUMAN	Isoform B of Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2	G3BP2	-	-	-	-	-	batch1	22	1	1	4.45	1577971.8657489	1498677.24261155	1485701.83824325	1633101.13869392	1470835.40234742	1485850.45164656	1481603.31029668	1548367.52457509	1529661.61623301	1541900.46178977	batch2	28	2	2	4.45	1078340.49541043	972444.768516966	974500.866776785	914478.225132966	1013952.7799037	882493.731525084	962791.501774564	879730.006416794	1016678.51135984	993277.550365572
SJPG0100131.001	sp|Q14247|SRC8_HUMAN	Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2	CTTN	-	-	-	-	-	batch1	26	5	0	5.45	1734562.47532759	1597794.1367331	1848427.64986267	1554141.82008264	1910986.51217708	1603731.12614981	1892452.56934847	1493175.05285962	1895549.06476162	1682441.19800793	batch2	27	5	0	5.45	1118660.33186436	1072478.5927662	1540778.31085147	1211134.09402823	1268693.82276378	1361619.36117005	1042070.09529026	1219429.07223458	1056450.55853583	1075596.70897861
SJPG0155279.001	cu|SCAF4_V287L|snp	SCAF4|uc010glu.2|V287L|chr21:33068937-33068937.C_A	NA	-	-	-	-	-	batch1	8	1	0	13.11	3336624.82979718	2687675.27328798	2848262.18189109	2782663.33071094	2213934.14354795	2884518.08412713	2400021.39758301	2964384.33896192	2786925.97749802	3034461.22394073	batch2	7	1	0	13.11	2084788.6315572	2094225.72482678	1106813.90845682	1320102.55768685	1415695.9098316	1139544.05191452	2026695.19157845	1171771.89687777	1879758.29949812	1870401.81711158
SJPG0120964.001	sp|Q8IUE1|TF2LX_HUMAN	Homeobox protein TGIF2LX OS=Homo sapiens OX=9606 GN=TGIF2LX PE=1 SV=1	TGIF2LX	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	2	1	0	4.15	1184863.84463309	460512.157785845	410030.324693383	402066.902659975	1291988.52504495	538545.700431892	1024300.15273982	626654.373491347	2198368.17830359	855377.934905418
SJPG0106434.001	sp|Q96ST3|SIN3A_HUMAN	Paired amphipathic helix protein Sin3a OS=Homo sapiens OX=9606 GN=SIN3A PE=1 SV=2	SIN3A	-	-	O	-	-	batch1	2	2	2	3.69	300324.946229456	430694.324044557	296439.316510432	441919.282083954	303136.181154311	295805.922495865	395886.965483882	403238.229470686	365711.574032579	290925.18600117	batch2	2	1	1	2.91	80613.6588909075	57355.9688063922	53628.9867129605	50501.5824465918	67137.1667436295	50217.100849945	44307.1930390519	45423.8679932115	40662.9201393579	49148.4895741485
SJPG0103815.001	sp|Q15057|ACAP2_HUMAN	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ACAP2 PE=1 SV=3	ACAP2	-	-	-	-	-	batch1	7	1	0	0.90	2164560.15267891	973132.504478595	1844407.86051279	683590.487625829	2134107.22586377	3992185.39189031	1035443.68281649	832954.957790836	1726665.05515534	3682271.42218136	batch2	10	1	0	0.90	2214344.38974263	3084549.39112282	1392704.85233362	1920167.18566102	1866800.57895869	2005221.7744549	2263763.23678636	1876692.48288722	3984238.08650446	3922820.09605736
SJPG0107969.001	sp|Q70UQ0|IKIP_HUMAN	Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens OX=9606 GN=IKBIP PE=1 SV=1	IKBIP	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	2	1	0	2.29	2590321.86985189	2091085.99143031	1799386.49886081	1937105.19830267	1888378.47370625	1918194.5987431	1655496.20367381	1652835.39241979	2193888.98587276	2135955.3127374
SJPG0101855.001	sp|Q03001|DYST_HUMAN	Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4	DST	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	0.24	53850.4940412944	28495.3617575579	60202.3335752701	61926.1509828481	67118.7616227116	81437.4073121451	40960.5102299058	51267.5481449488	15344.2528523803	18144.9038831702
SJPG0109247.001	sp|Q86UP3|ZFHX4_HUMAN	Zinc finger homeobox protein 4 OS=Homo sapiens OX=9606 GN=ZFHX4 PE=1 SV=1	ZFHX4	-	-	-	-	-	batch1	1	1	0	0.25	229657.921266908	529506.453289915	352664.220035875	705419.073521872	207185.093695117	213519.783995814	708136.750769309	699710.742619515	556614.148836523	250913.39727618	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0105380.001	sp|Q07889|SOS1_HUMAN	Son of sevenless homolog 1 OS=Homo sapiens OX=9606 GN=SOS1 PE=1 SV=1	SOS1	-	-	-	-	O	batch1	1	1	0	1.80	90099.2917868909	62696.2239620472	50510.260200419	49220.5501065439	91024.6217988797	62118.9832960659	48596.4944016879	58522.2831805411	48646.8776231931	62529.8338056716	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101338.001	sp|P05455|LA_HUMAN	Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2	SSB	-	-	O	-	-	batch1	26	2	2	4.90	950741.177360291	1089214.5384684	1037528.92978635	1144147.91896187	914688.50097777	1237369.39718603	1096829.09478387	1126152.130143	1063098.28721294	1218017.75611601	batch2	35	2	2	4.90	662256.036705209	752105.998165003	754643.063109159	638796.767525624	669919.816703412	665170.86775384	685706.52007975	657505.254097421	879673.361331951	840646.798095722
SJPG0107439.001	sp|Q9UKA4|AKA11_HUMAN	A-kinase anchor protein 11 OS=Homo sapiens OX=9606 GN=AKAP11 PE=1 SV=1	AKAP11	-	-	-	-	-	batch1	1	1	1	0.79	366394.581564661	333633.608951705	356476.133787492	339709.753812943	325852.482756591	281395.6386481	351494.268032253	338277.283770118	358905.871967931	316264.589218499	batch2	1	1	1	0.79	127660.641937512	108541.301995631	142352.133189266	137205.751866597	134330.745032099	119825.271159426	140351.740913478	127040.786471947	111913.224605053	130573.453878244
SJPG0102158.001	sp|Q15366|PCBP2_HUMAN	Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1	PCBP2	-	-	-	-	-	batch1	1	1	0	6.30	151912.728688025	133532.711642208	129706.98236805	139736.897013739	162448.12941592	139872.801885174	133423.671447285	138357.525776864	142635.923388973	176487.338852598	batch2	2	2	0	10.68	90032.6691411228	81456.6710423303	81924.7820398197	73560.7539581433	97087.5355430506	80603.1969745561	63893.3070966187	91135.0371237717	77763.775581105	75006.7044485504
SJPG0104247.001	sp|Q5T1M5|FKB15_HUMAN	FK506-binding protein 15 OS=Homo sapiens OX=9606 GN=FKBP15 PE=1 SV=2	FKBP15	-	-	-	-	-	batch1	1	1	0	2.38	120432.181539214	122994.052148773	129638.799359897	124481.93620771	99029.4910142735	88075.7034354731	115678.822266114	106009.481197247	113053.803795845	96883.741628157	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101658.001	sp|P54284|CACB3_HUMAN	Voltage-dependent L-type calcium channel subunit beta-3 OS=Homo sapiens OX=9606 GN=CACNB3 PE=1 SV=1	CACNB3	-	-	-	-	-	batch1	1	1	0	1.86	392114.180994237	315067.115575696	349521.247139472	317764.654626248	380846.094979037	331172.883989861	346437.580202989	329018.921338085	344067.023598499	346347.725759439	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0108323.001	sp|Q9UHI6|DDX20_HUMAN	Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens OX=9606 GN=DDX20 PE=1 SV=2	DDX20	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	2	1	1	1.70	203202.963787466	148187.875173011	209584.550658025	207298.487474638	222937.580819919	219290.251637572	162541.447445259	205754.605869639	128876.712546346	141358.336041347
SJPG0100928.001	sp|O75475|PSIP1_HUMAN	PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1	PSIP1	-	-	-	-	O	batch1	6	4	0	8.49	290850.623460063	242079.682877741	235788.99391654	240260.162360918	238448.665774892	212269.735395073	221430.800128647	223783.463055855	207437.607468811	185120.158998684	batch2	4	2	0	4.53	44272.6216644201	24783.6750701746	24479.0290936367	30066.0354367315	33176.6987206752	25099.7277809184	23319.4412763933	24477.4521962557	23219.9636752478	25530.6354007101
SJPG0123301.001	tr|D3DRF6|D3DRF6_HUMAN	HCG2038788, isoform CRA_a (Fragment) OS=Homo sapiens OX=9606 GN=hCG_2038788 PE=4 SV=1	hCG_2038788	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	19.23	482502.600420406	227862.28882471	424441.2845336	441030.776717141	449000.413493784	441133.210068356	423083.098810802	416666.427166571	168175.074415142	221175.710626485
SJPG0110898.001	sp|Q8IZT6|ASPM_HUMAN	Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens OX=9606 GN=ASPM PE=1 SV=2	ASPM	-	-	-	-	-	batch1	1	1	0	0.29	131540.86102424	119589.635337448	140673.216068229	131804.154023448	123264.868956053	129956.095382583	146662.134451592	118422.285036661	150319.597075901	114677.946286502	batch2	1	1	1	0.37	1564319.93044658	1393878.53889872	2445798.92168271	1237511.81834873	1493613.55885518	1312133.93242067	1344538.98851016	1554612.70343347	717618.165530877	608177.030200141
SJPG0104089.001	sp|Q96RL7|VP13A_HUMAN	Vacuolar protein sorting-associated protein 13A OS=Homo sapiens OX=9606 GN=VPS13A PE=1 SV=2	VPS13A	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	0.22	156923.667796224	175851.179582906	159354.841752767	159105.259857013	133909.467796885	174068.15306822	137588.461337705	155183.186985503	191727.334892997	173654.76726222
SJPG0103335.001	sp|Q9NWV8|BABA1_HUMAN	BRISC and BRCA1-A complex member 1 OS=Homo sapiens OX=9606 GN=BABAM1 PE=1 SV=1	BABAM1	-	-	-	-	-	batch1	2	1	0	3.34	106221.485242622	110789.465007142	102362.778453219	102498.458711152	104137.258967499	119793.216915531	103194.448304394	107429.065792784	107708.964758169	109504.048075353	batch2	1	1	0	3.34	103859.89108266	107698.782790393	108262.013185195	107601.166876375	108111.016842706	134957.031314957	82765.5045982596	106768.947324318	91399.5434449269	96375.9071012973
